,Pull Date,App ID,HUC-12,Demand,Allocation,Right Type,Active?,File Date,Shortage,Allocation Constrained via Right,Allocation Constrained via Shortage,Allocation Constrained via Public Health
52,10/1/1977,S013353,180201230403,5.9496774193548385e-06,5.9496774193548385e-06,Riparian,True,,0.0,False,False,0
53,10/1/1977,S019493,180200021602,0.0,0.0,Riparian,False,,0.0,False,False,0
54,10/1/1977,S011051,180201250203,6.929741935483871e-06,6.929741935483871e-06,Riparian,True,,0.0,False,False,0
55,10/1/1977,S014510,180201280402,0.0,0.0,Riparian,False,,0.0,False,False,0
56,10/1/1977,S004994,180201620302,7.424741935483871e-06,7.424741935483871e-06,Riparian,True,,0.0,False,False,0
57,10/1/1977,S011556,180201540103,7.919709677419354e-06,7.919709677419354e-06,Riparian,True,,0.0,False,False,0
58,10/1/1977,S008812,180200050201,4.935483870967741e-07,4.935483870967741e-07,Riparian,True,,0.0,False,False,0
59,10/1/1977,S003012,180200021309,0.0,0.0,Riparian,False,,0.0,False,False,0
60,10/1/1977,S005065,180201160403,9.899645161290324e-06,9.899645161290324e-06,Riparian,True,,0.0,False,False,0
61,10/1/1977,S008391,180201250102,9.899645161290324e-06,9.899645161290324e-06,Riparian,True,,0.0,False,False,0
62,10/1/1977,S013128,180201230405,1.9799258064516125e-05,1.9799258064516125e-05,Riparian,True,,0.0,False,False,0
63,10/1/1977,S009960,180201150204,9.899645161290324e-06,9.899645161290324e-06,Riparian,True,,0.0,False,False,0
64,10/1/1977,S015046,180201220903,1.2869516129032257e-05,1.2869516129032257e-05,Riparian,True,,0.0,False,False,0
65,10/1/1977,S009371,180200031103,2.474193548387097e-06,2.474193548387097e-06,Riparian,True,,0.0,False,False,0
66,10/1/1977,S014294,180201620203,1.113709677419355e-05,1.113709677419355e-05,Riparian,True,,0.0,False,False,0
67,10/1/1977,S014296,180201620203,1.113709677419355e-05,1.113709677419355e-05,Riparian,True,,0.0,False,False,0
68,10/1/1977,S021462,180201510402,4.124838709677419e-06,4.124838709677419e-06,Riparian,True,,0.0,False,False,0
69,10/1/1977,S003138,180201220604,1.2374548387096775e-05,1.2374548387096775e-05,Riparian,True,,0.0,False,False,0
70,10/1/1977,S022060,180201230403,1.7819354838709678e-05,1.7819354838709678e-05,Riparian,True,,0.0,False,False,0
71,10/1/1977,S009167,180201210602,0.0,0.0,Riparian,False,,0.0,False,False,0
72,10/1/1977,S001088,180200020201,0.0,0.0,Riparian,False,,0.0,False,False,0
73,10/1/1977,S009514,180201210101,1.6334387096774194e-05,1.6334387096774194e-05,Riparian,True,,0.0,False,False,0
74,10/1/1977,S012904,180201250403,9.903225806451613e-07,9.903225806451613e-07,Riparian,True,,0.0,False,False,0
75,10/1/1977,S009417,180201580205,0.0,0.0,Riparian,False,,0.0,False,False,0
76,10/1/1977,S008194,180200050204,1.732435483870968e-05,1.732435483870968e-05,Riparian,True,,0.0,False,False,0
77,10/1/1977,S009157,180201210403,3.712364516129032e-05,3.712364516129032e-05,Riparian,True,,0.0,False,False,0
78,10/1/1977,S014543,180201280603,4.454835483870967e-05,0.0,Riparian,True,,4.454835483870967e-05,True,True,0
79,10/1/1977,S009416,180201250804,4.949806451612903e-06,4.949806451612903e-06,Riparian,True,,0.0,False,False,0
80,10/1/1977,S001802,180201160104,3.341125806451612e-05,3.341125806451612e-05,Riparian,True,,0.0,False,False,0
81,10/1/1977,S014828,180201220403,2.474909677419355e-05,2.474909677419355e-05,Riparian,True,,0.0,False,False,0
82,10/1/1977,S000522,180201620303,2.474909677419355e-05,2.474909677419355e-05,Riparian,True,,0.0,False,False,0
83,10/1/1977,S001533,180201520304,3.9598548387096776e-05,3.9598548387096776e-05,Riparian,True,,0.0,False,False,0
84,10/1/1977,S001534,180201520304,3.9598548387096776e-05,3.9598548387096776e-05,Riparian,True,,0.0,False,False,0
85,10/1/1977,S022420,180200040208,0.0,0.0,Riparian,False,,0.0,False,False,0
86,10/1/1977,S020838,180200031005,2.474909677419355e-05,2.474909677419355e-05,Riparian,True,,0.0,False,False,0
87,10/1/1977,S015033,180201210703,1.9799258064516125e-05,1.9799258064516125e-05,Riparian,True,,0.0,False,False,0
88,10/1/1977,S014920,180200030502,3.9598548387096776e-05,3.9598548387096776e-05,Riparian,True,,0.0,False,False,0
89,10/1/1977,S013101,180201230405,0.0,0.0,Riparian,False,,0.0,False,False,0
90,10/1/1977,S003683,180201560406,0.0,0.0,Riparian,False,,0.0,False,False,0
91,10/1/1977,S003703,180201560405,0.0,0.0,Riparian,False,,0.0,False,False,0
92,10/1/1977,S003708,180201560403,9.899635483870968e-05,9.899635483870968e-05,Riparian,True,,0.0,False,False,0
93,10/1/1977,S004478,180201150303,9.899635483870968e-05,9.899635483870968e-05,Riparian,True,,0.0,False,False,0
94,10/1/1977,S013913,180201230502,4.94981935483871e-05,4.94981935483871e-05,Riparian,True,,0.0,False,False,0
95,10/1/1977,S013132,180201230405,2.9698903225806454e-05,2.9698903225806454e-05,Riparian,True,,0.0,False,False,0
96,10/1/1977,S000018,180201160302,0.0,0.0,Riparian,False,,0.0,False,False,0
97,10/1/1977,S017294,180200040208,0.0,0.0,Riparian,False,,0.0,False,False,0
98,10/1/1977,S022425,180200040208,0.0,0.0,Riparian,False,,0.0,False,False,0
99,10/1/1977,S011353,180201250403,3.9598548387096776e-05,3.9598548387096776e-05,Riparian,True,,0.0,False,False,0
100,10/1/1977,S014131,180201620301,4.94981935483871e-05,4.94981935483871e-05,Riparian,True,,0.0,False,False,0
101,10/1/1977,S003661,180201150301,9.899635483870968e-05,9.899635483870968e-05,Riparian,True,,0.0,False,False,0
102,10/1/1977,S003688,180201560403,9.899635483870968e-05,9.899635483870968e-05,Riparian,True,,0.0,False,False,0
103,10/1/1977,S003692,180201560405,9.899635483870968e-05,9.899635483870968e-05,Riparian,True,,0.0,False,False,0
104,10/1/1977,S004508,180201150402,9.899635483870968e-05,9.899635483870968e-05,Riparian,True,,0.0,False,False,0
105,10/1/1977,S005064,180201160403,9.899635483870968e-05,9.899635483870968e-05,Riparian,True,,0.0,False,False,0
106,10/1/1977,S000023,180201160303,4.9597193548387095e-05,4.9597193548387095e-05,Riparian,True,,0.0,False,False,0
107,10/1/1977,S023373,180201210301,0.00012037958064516129,0.00012037958064516129,Riparian,True,,0.0,False,False,0
108,10/1/1977,S008682,180201260302,5.939780645161291e-05,5.939780645161291e-05,Riparian,True,,0.0,False,False,0
109,10/1/1977,S000178,180201230404,0.0,0.0,Riparian,False,,0.0,False,False,0
110,10/1/1977,S012957,180201250403,4.94981935483871e-05,4.94981935483871e-05,Riparian,True,,0.0,False,False,0
111,10/1/1977,S016154,180201250203,0.0,0.0,Riparian,False,,0.0,False,False,0
112,10/1/1977,S020251,180200021308,0.0,0.0,Riparian,False,,0.0,False,False,0
113,10/1/1977,S008599,180201250506,5.939780645161291e-05,5.939780645161291e-05,Riparian,True,,0.0,False,False,0
114,10/1/1977,S003702,180201560405,0.0,0.0,Riparian,False,,0.0,False,False,0
115,10/1/1977,S005025,180201150203,9.899635483870968e-05,9.899635483870968e-05,Riparian,True,,0.0,False,False,0
116,10/1/1977,S011494,180201560401,9.899635483870968e-05,9.899635483870968e-05,Riparian,True,,0.0,False,False,0
117,10/1/1977,S013592,180201570501,0.0,0.0,Riparian,False,,0.0,False,False,0
118,10/1/1977,S003600,180201150304,9.899635483870968e-05,9.899635483870968e-05,Riparian,True,,0.0,False,False,0
119,10/1/1977,S019442,180201290501,0.0,0.0,Riparian,False,,0.0,False,False,0
120,10/1/1977,S019445,180201290501,0.0,0.0,Riparian,False,,0.0,False,False,0
121,10/1/1977,S022145,180201280603,9.899635483870968e-05,0.0,Riparian,True,,9.899635483870968e-05,True,True,0
122,10/1/1977,S008868,180201250704,0.00012209551612903224,0.00012209551612903224,Riparian,True,,0.0,False,False,0
123,10/1/1977,S001308,180201570204,0.00029698909677419353,0.00029698909677419353,Riparian,True,,0.0,False,False,0
124,10/1/1977,S008072,180201520304,0.00014849454838709676,0.00014849454838709676,Riparian,True,,0.0,False,False,0
125,10/1/1977,S012958,180201250403,7.919709677419355e-05,7.919709677419355e-05,Riparian,True,,0.0,False,False,0
126,10/1/1977,S013471,180201570603,5.197309677419355e-05,5.197309677419355e-05,Riparian,True,,0.0,False,False,0
127,10/1/1977,S008030,180201220206,0.0,0.0,Riparian,False,,0.0,False,False,0
128,10/1/1977,S013991,180201550101,7.919709677419355e-05,7.919709677419355e-05,Riparian,True,,0.0,False,False,0
129,10/1/1977,S002342,180201520502,8.249367741935483e-05,8.249367741935483e-05,Riparian,True,,0.0,False,False,0
130,10/1/1977,S010762,180201260402,0.0,0.0,Riparian,False,,0.0,False,False,0
131,10/1/1977,S014794,180201110103,0.0,0.0,Riparian,False,,0.0,False,False,0
132,10/1/1977,S008214,180201260102,0.0,0.0,Riparian,False,,0.0,False,False,0
133,10/1/1977,S013892,180201610202,0.0001039461935483871,0.0001039461935483871,Riparian,True,,0.0,False,False,0
134,10/1/1977,S013796,180201620303,9.016093548387098e-05,9.016093548387098e-05,Riparian,True,,0.0,False,False,0
135,10/1/1977,S003443,180201560101,0.0001534443548387097,0.0001534443548387097,Riparian,True,,0.0,False,False,0
136,10/1/1977,S003696,180201560401,0.0,0.0,Riparian,False,,0.0,False,False,0
137,10/1/1977,S007059,180201220601,0.0,0.0,Riparian,False,,0.0,False,False,0
138,10/1/1977,S010031,180200031103,5.939780645161291e-05,5.939780645161291e-05,Riparian,True,,0.0,False,False,0
139,10/1/1977,S015039,180201620302,0.0,0.0,Riparian,False,,0.0,False,False,0
140,10/1/1977,S013120,180201230405,0.00019799274193548386,0.00019799274193548386,Riparian,True,,0.0,False,False,0
141,10/1/1977,S013887,180201160303,0.00019799274193548386,0.00019799274193548386,Riparian,True,,0.0,False,False,0
142,10/1/1977,S020836,180200031005,0.00011879564516129032,0.00011879564516129032,Riparian,True,,0.0,False,False,0
143,10/1/1977,S014139,180201620302,0.00011879564516129032,0.00011879564516129032,Riparian,True,,0.0,False,False,0
144,10/1/1977,S013131,180201230405,0.0001781934516129032,0.0001781934516129032,Riparian,True,,0.0,False,False,0
145,10/1/1977,S009365,180201290502,0.00012869529032258066,0.0,Riparian,True,,0.00012869529032258066,True,True,0
146,10/1/1977,S003684,180201560405,0.0,0.0,Riparian,False,,0.0,False,False,0
147,10/1/1977,S004477,180201150303,0.0,0.0,Riparian,False,,0.0,False,False,0
148,10/1/1977,S012973,180201530106,0.00014849454838709676,0.00014849454838709676,Riparian,True,,0.0,False,False,0
149,10/1/1977,S013596,180201570204,0.0,0.0,Riparian,False,,0.0,False,False,0
150,10/1/1977,S013597,180201570204,0.0,0.0,Riparian,False,,0.0,False,False,0
151,10/1/1977,S013620,180201210704,0.0,0.0,Riparian,False,,0.0,False,False,0
152,10/1/1977,S013631,180201580302,0.0,0.0,Riparian,False,,0.0,False,False,0
153,10/1/1977,S013649,180201210704,0.0,0.0,Riparian,False,,0.0,False,False,0
154,10/1/1977,S013655,180201210701,0.0014849454838709677,0.0014849454838709677,Riparian,True,,0.0,False,False,0
155,10/1/1977,S013656,180201210701,0.0014849454838709677,0.0014849454838709677,Riparian,True,,0.0,False,False,0
156,10/1/1977,S008298,180201540104,0.0002474909032258065,0.0002474909032258065,Riparian,True,,0.0,False,False,0
157,10/1/1977,S008878,180201280207,0.00022274180645161291,0.0,Riparian,True,,0.00022274180645161291,True,True,0
158,10/1/1977,S018369,180200040204,0.0,0.0,Riparian,False,,0.0,False,False,0
159,10/1/1977,S022419,180200040207,0.0,0.0,Riparian,False,,0.0,False,False,0
160,10/1/1977,S004760,180201110105,0.00021779199999999996,0.0,Riparian,True,,0.00021779199999999996,True,True,0
161,10/1/1977,S002553,180201220803,0.00027617509677419356,0.00027617509677419356,Riparian,True,,0.0,False,False,0
162,10/1/1977,S021613,180201160202,0.00019799274193548386,0.00019799274193548386,Riparian,True,,0.0,False,False,0
163,10/1/1977,S002531,180201520304,0.00014849454838709676,0.00014849454838709676,Riparian,True,,0.0,False,False,0
164,10/1/1977,S003667,180201150301,0.00029698909677419353,0.00029698909677419353,Riparian,True,,0.0,False,False,0
165,10/1/1977,S009773,180201280301,0.00014849454838709676,0.0,Riparian,True,,0.00014849454838709676,True,True,0
166,10/1/1977,S013779,180201620301,0.00014849454838709676,0.00014849454838709676,Riparian,True,,0.0,False,False,0
167,10/1/1977,S005500,180201280205,0.0001534443548387097,0.0,Riparian,True,,0.0001534443548387097,True,True,0
168,10/1/1977,S013606,180201570501,0.0,0.0,Riparian,False,,0.0,False,False,0
169,10/1/1977,S004475,180201150306,0.0,0.0,Riparian,False,,0.0,False,False,0
170,10/1/1977,S015778,180201220901,0.0001841332258064516,0.0001841332258064516,Riparian,True,,0.0,False,False,0
171,10/1/1977,S001517,180201250902,0.000163344,0.000163344,Riparian,True,,0.0,False,False,0
172,10/1/1977,S008297,180201510103,0.00019799274193548386,0.00019799274193548386,Riparian,True,,0.0,False,False,0
173,10/1/1977,S017055,180201620504,0.0,0.0,Riparian,False,,0.0,False,False,0
174,10/1/1977,S003011,180200021309,0.0,0.0,Riparian,False,,0.0,False,False,0
175,10/1/1977,S003646,180201160201,0.00029698909677419353,0.00029698909677419353,Riparian,True,,0.0,False,False,0
176,10/1/1977,S003693,180201560405,0.00029698909677419353,0.00029698909677419353,Riparian,True,,0.0,False,False,0
177,10/1/1977,S004469,180201150306,0.0,0.0,Riparian,False,,0.0,False,False,0
178,10/1/1977,S004512,180201150404,0.00029698909677419353,0.00029698909677419353,Riparian,True,,0.0,False,False,0
179,10/1/1977,S016991,180201510403,0.00019244893548387096,0.00019244893548387096,Riparian,True,,0.0,False,False,0
180,10/1/1977,S016502,180201220701,0.0,0.0,Riparian,False,,0.0,False,False,0
181,10/1/1977,S022166,180200040302,0.0,0.0,Riparian,False,,0.0,False,False,0
182,10/1/1977,S017129,180201510403,0.0,0.0,Riparian,False,,0.0,False,False,0
183,10/1/1977,S015527,180201250202,2.474193548387097e-06,2.474193548387097e-06,Riparian,True,,0.0,False,False,0
184,10/1/1977,S013685,180201580102,0.0,0.0,Riparian,False,,0.0,False,False,0
185,10/1/1977,S005066,180201160402,0.00029698909677419353,0.00029698909677419353,Riparian,True,,0.0,False,False,0
186,10/1/1977,S003641,180201160402,0.00039598545161290317,0.00039598545161290317,Riparian,True,,0.0,False,False,0
187,10/1/1977,S007057,180201220301,0.0,0.0,Riparian,False,,0.0,False,False,0
188,10/1/1977,S019439,180201290401,0.00039598545161290317,0.0,Riparian,True,,0.00039598545161290317,True,True,0
189,10/1/1977,S013599,180201570204,0.0,0.0,Riparian,False,,0.0,False,False,0
190,10/1/1977,S013609,180201570501,0.0,0.0,Riparian,False,,0.0,False,False,0
191,10/1/1977,S014213,180201250801,0.00041578474193548385,0.00041578474193548385,Riparian,True,,0.0,False,False,0
192,10/1/1977,S006504,180200050406,0.0002474909032258065,0.0002474909032258065,Riparian,True,,0.0,False,False,0
193,10/1/1977,S001089,180200020201,0.0,0.0,Riparian,False,,0.0,False,False,0
194,10/1/1977,S001096,180200020201,0.0,0.0,Riparian,False,,0.0,False,False,0
195,10/1/1977,S001406,180200031104,0.0,0.0,Riparian,False,,0.0,False,False,0
196,10/1/1977,S003017,180200021901,0.0,0.0,Riparian,False,,0.0,False,False,0
197,10/1/1977,S013663,180201580104,0.0,0.0,Riparian,False,,0.0,False,False,0
198,10/1/1977,S013670,180201580104,0.0,0.0,Riparian,False,,0.0,False,False,0
199,10/1/1977,S007697,180200031202,0.0006137774516129032,0.0006137774516129032,Riparian,True,,0.0,False,False,0
200,10/1/1977,S010954,180201290204,0.0006137774516129032,0.0,Riparian,True,,0.0006137774516129032,True,True,0
201,10/1/1977,S003092,180201220805,0.00029698909677419353,0.00029698909677419353,Riparian,True,,0.0,False,False,0
202,10/1/1977,S002980,180200021902,0.0003225806451612903,0.0003225806451612903,Riparian,True,,0.0,False,False,0
203,10/1/1977,S001095,180200020201,0.0,0.0,Riparian,False,,0.0,False,False,0
204,10/1/1977,S002966,180200021802,0.0,0.0,Riparian,False,,0.0,False,False,0
205,10/1/1977,S002981,180200021902,0.0,0.0,Riparian,False,,0.0,False,False,0
206,10/1/1977,S002992,180200021902,0.0,0.0,Riparian,False,,0.0,False,False,0
207,10/1/1977,S002993,180200021802,0.0,0.0,Riparian,False,,0.0,False,False,0
208,10/1/1977,S002995,180200021802,0.0,0.0,Riparian,False,,0.0,False,False,0
209,10/1/1977,S002996,180200021802,0.0006451612903225806,0.0006451612903225806,Riparian,True,,0.0,False,False,0
210,10/1/1977,S005567,180200020704,0.0,0.0,Riparian,False,,0.0,False,False,0
211,10/1/1977,S005570,180200020704,0.0005161290322580645,0.0005161290322580645,Riparian,True,,0.0,False,False,0
212,10/1/1977,S005662,180200020901,0.0,0.0,Riparian,False,,0.0,False,False,0
213,10/1/1977,S005664,180200020901,0.0006451612903225806,0.0006451612903225806,Riparian,True,,0.0,False,False,0
214,10/1/1977,S007578,180200020501,0.0,0.0,Riparian,False,,0.0,False,False,0
215,10/1/1977,S007579,180200020501,0.0,0.0,Riparian,False,,0.0,False,False,0
216,10/1/1977,S010106,180200020103,0.0,0.0,Riparian,False,,0.0,False,False,0
217,10/1/1977,S010114,180200021001,0.0005161290322580645,0.0005161290322580645,Riparian,True,,0.0,False,False,0
218,10/1/1977,S012418,180201260301,0.0,0.0,Riparian,False,,0.0,False,False,0
219,10/1/1977,S014487,180201160601,0.00029698909677419353,0.00029698909677419353,Riparian,True,,0.0,False,False,0
220,10/1/1977,S004610,180201220101,0.000653376,0.000653376,Riparian,True,,0.0,False,False,0
221,10/1/1977,S008414,180201620203,0.0002910493225806451,0.0002910493225806451,Riparian,True,,0.0,False,False,0
222,10/1/1977,S007118,180201220201,0.00047518254838709674,0.00047518254838709674,Riparian,True,,0.0,False,False,0
223,10/1/1977,S013244,180201570603,0.00041949709677419354,0.00041949709677419354,Riparian,True,,0.0,False,False,0
224,10/1/1977,S011491,180201150202,0.0004949818387096774,0.0004949818387096774,Riparian,True,,0.0,False,False,0
225,10/1/1977,S002893,180201160302,0.00029698909677419353,0.00029698909677419353,Riparian,True,,0.0,False,False,0
226,10/1/1977,S008559,180201250302,0.00029698909677419353,0.00029698909677419353,Riparian,True,,0.0,False,False,0
227,10/1/1977,S023371,180201210301,0.0007127738387096774,0.0007127738387096774,Riparian,True,,0.0,False,False,0
228,10/1/1977,S010949,180201290301,0.0006137774516129032,0.0,Riparian,True,,0.0006137774516129032,True,True,0
229,10/1/1977,S010950,180201290301,0.0006137774516129032,0.0,Riparian,True,,0.0006137774516129032,True,True,0
230,10/1/1977,S007864,180201260202,0.0,0.0,Riparian,False,,0.0,False,False,0
231,10/1/1977,S001599,180201620303,0.0005563595806451613,0.0005563595806451613,Riparian,True,,0.0,False,False,0
232,10/1/1977,S003705,180201560405,0.0,0.0,Riparian,False,,0.0,False,False,0
233,10/1/1977,S015996,180201510301,0.0003291629032258064,0.0003291629032258064,Riparian,True,,0.0,False,False,0
234,10/1/1977,S016510,180201250504,0.0,0.0,Riparian,False,,0.0,False,False,0
235,10/1/1977,S022239,180201230605,0.0,0.0,Riparian,False,,0.0,False,False,0
236,10/1/1977,S000693,180201210101,0.0004949818387096774,0.0004949818387096774,Riparian,True,,0.0,False,False,0
237,10/1/1977,S022225,180200031005,0.0,0.0,Riparian,False,,0.0,False,False,0
238,10/1/1977,S000154,180201210803,0.0005939781935483871,0.0005939781935483871,Riparian,True,,0.0,False,False,0
239,10/1/1977,S000183,180201230401,0.0,0.0,Riparian,False,,0.0,False,False,0
240,10/1/1977,S022143,180201280107,0.0003464872903225807,0.0,Riparian,True,,0.0003464872903225807,True,True,0
241,10/1/1977,S017172,180200031005,0.00030688874193548387,0.00030688874193548387,Riparian,True,,0.0,False,False,0
242,10/1/1977,S013689,180201580102,0.0004454836451612904,0.0004454836451612904,Riparian,True,,0.0,False,False,0
243,10/1/1977,S022027,180201160307,0.0004949818387096774,0.0004949818387096774,Riparian,True,,0.0,False,False,0
244,10/1/1977,S022424,180200040207,0.0,0.0,Riparian,False,,0.0,False,False,0
245,10/1/1977,S003037,180200021309,0.0,0.0,Riparian,False,,0.0,False,False,0
246,10/1/1977,S003013,180200021901,0.0,0.0,Riparian,False,,0.0,False,False,0
247,10/1/1977,S004590,180201250302,0.0004949818387096774,0.0004949818387096774,Riparian,True,,0.0,False,False,0
248,10/1/1977,S008897,180201230303,0.0,0.0,Riparian,False,,0.0,False,False,0
249,10/1/1977,S021260,180201160701,4.025851612903226e-05,4.025851612903226e-05,Riparian,True,,0.0,False,False,0
250,10/1/1977,S000121,180201510301,0.0004454836451612904,0.0004454836451612904,Riparian,True,,0.0,False,False,0
251,10/1/1977,S009636,180201620301,0.00012993274193548386,0.00012993274193548386,Riparian,True,,0.0,False,False,0
252,10/1/1977,S015330,180201230501,0.0005939781935483871,0.0005939781935483871,Riparian,True,,0.0,False,False,0
253,10/1/1977,S003234,180201250203,0.00039598545161290317,0.00039598545161290317,Riparian,True,,0.0,False,False,0
254,10/1/1977,S014240,180201620302,0.00039598545161290317,0.00039598545161290317,Riparian,True,,0.0,False,False,0
255,10/1/1977,S017405,180200040208,0.0,0.0,Riparian,False,,0.0,False,False,0
256,10/1/1977,S013588,180201570502,0.0,0.0,Riparian,False,,0.0,False,False,0
257,10/1/1977,S012907,180201040703,0.0,0.0,Riparian,False,,0.0,False,False,0
258,10/1/1977,S019768,180201570501,0.0016499394193548388,0.0016499394193548388,Riparian,True,,0.0,False,False,0
259,10/1/1977,S008957,180201280208,0.0,0.0,Riparian,False,,0.0,False,False,0
260,10/1/1977,S022254,180201280207,0.000488382064516129,0.0,Riparian,True,,0.000488382064516129,True,True,0
261,10/1/1977,S013583,180201570603,0.0,0.0,Riparian,False,,0.0,False,False,0
262,10/1/1977,S013679,180201580102,0.0,0.0,Riparian,False,,0.0,False,False,0
263,10/1/1977,S013916,180200031103,0.0004454836451612904,0.0004454836451612904,Riparian,True,,0.0,False,False,0
